func_module_number	lst
2	GO:0042254;GO:0022613;GO:1904816;GO:0006403;GO:1904814;GO:0072594;GO:0034504;GO:1904851;GO:0016072;GO:1904871;GO:1904869;GO:0070203;GO:1900182;GO:0070202;GO:1903405;GO:1904867
3	GO:0009615;GO:0051607;GO:0045087;GO:0048525;GO:0050792;GO:1903900;GO:0045071;GO:0034097;GO:1901652;GO:0002831;GO:0045069;GO:0016032;GO:0019058;GO:0019079;GO:0031347;GO:0045088;GO:0050776;GO:0034340;GO:0050778;GO:0071345;GO:0001817;GO:0001816;GO:0140888;GO:0071357;GO:0035456;GO:0045824;GO:0045089;GO:0032103;GO:0031349;GO:0002833;GO:0060337;GO:0001819;GO:0002832;GO:0019221;GO:0034341;GO:0032606;GO:0032479;GO:0050777;GO:0032481;GO:0019885
4	GO:0002181;GO:0006412
6	GO:0008380;GO:0000377;GO:0000398
7	GO:0006119;GO:0019646;GO:0009060;GO:0042773;GO:0042775;GO:0022904;GO:0045333;GO:0022900;GO:0015980;GO:0006091;GO:0042776;GO:0015986
8	GO:0045321;GO:0050776;GO:0050778;GO:0046649;GO:0050865;GO:0051249;GO:0002694;GO:0042110;GO:0007159;GO:0002764;GO:0002768;GO:0050867;GO:0051251;GO:1903039;GO:0002757;GO:0002429;GO:0002478;GO:0002696;GO:0070663;GO:0050870;GO:0050863;GO:1903037;GO:0019882;GO:0050670;GO:0019886;GO:0002252;GO:0032944;GO:0019884;GO:0002253;GO:0022409;GO:0071345;GO:0006909;GO:0002495;GO:0070661;GO:0098609;GO:0002504;GO:0046651;GO:1901652;GO:0034097;GO:0032943;GO:0022407;GO:0048002;GO:0030155;GO:0050851;GO:0038094;GO:0045087;GO:0045785
10	GO:0006954;GO:0034097;GO:1901652;GO:0071222;GO:0071219;GO:0071216;GO:0038066;GO:0032496;GO:2000628;GO:0002237;GO:2000630;GO:0071347;GO:0010586;GO:0071345;GO:0051090;GO:0044092;GO:0038061;GO:0070555;GO:0000165;GO:1901701;GO:0070498;GO:0001817;GO:0001816;GO:0071396
11	GO:0022613
12	GO:0022613;GO:0042254;GO:0140053;GO:0006364
15	GO:0000278;GO:1903047;GO:0007059;GO:0098813;GO:0140014;GO:0000280;GO:0000819;GO:0048285;GO:0000070;GO:0051276;GO:0010564;GO:0007051;GO:1902850;GO:0044772;GO:0051983;GO:0007088;GO:0044770;GO:0051783;GO:0007052;GO:0000226;GO:0050000;GO:0007091;GO:1905818;GO:0044784;GO:0010965;GO:0051310;GO:0051304;GO:0033045;GO:0051306;GO:0051303;GO:0030071
16	GO:0006260;GO:0006261;GO:0000278;GO:0051276;GO:0044786;GO:1903047;GO:0006281;GO:0090329;GO:0033260;GO:0010564;GO:0006974;GO:0006268;GO:0006270;GO:0044770;GO:1901987;GO:0006275;GO:0000727;GO:0000075;GO:1901988;GO:0032508;GO:0007059;GO:0010948;GO:0000724;GO:0000725;GO:0032392
18	GO:0071407
20	GO:0097435;GO:0007015
21	GO:0006974;GO:0006281;GO:0051276;GO:0006325
28	GO:0010498;GO:0043161
30	GO:0000398;GO:0000377;GO:0000375
31	GO:0030518
32	GO:0006397;GO:0000377;GO:0000398;GO:0000375;GO:0016071;GO:0008380;GO:0000380;GO:0050684;GO:1903311;GO:0010833;GO:0000723;GO:0043484;GO:0051169;GO:0006913
35	GO:0090043
43	GO:0008610;GO:0006695;GO:1902653;GO:0016126
46	GO:0006528
49	GO:0051492;GO:0110020;GO:0032231
53	GO:0072695;GO:0048239
58	GO:0048388;GO:0007032;GO:0007042
73	GO:0010757;GO:0009611
81	GO:0030098;GO:0002250
85	GO:0032496;GO:0002237;GO:0032119;GO:0070488
86	GO:0006281
124	GO:0006641;GO:0006639;GO:0006638;GO:0034382;GO:0071830;GO:0034447
125	GO:0010716
127	GO:0044772;GO:0044770;GO:0000082
128	GO:0031860;GO:0016233;GO:0110025;GO:0032206;GO:0010948;GO:2001252;GO:0032204;GO:0000729;GO:0045786;GO:0031954;GO:0007093
171	GO:0043491;GO:0038134;GO:0007173
220	GO:0019370
