go-basic.obo: fmt(1.2) rel(2024-10-27) 44,017 Terms
goslim_pir.obo: fmt(1.2) rel(go/2024-11-03/subsets/goslim_pir.owl) 626 Terms
HMS:0:00:00.005110   2,092 annotations READ: go_slim_results_M1_cpdb_0.0.txt 
324 IDs in all associations
func_module_number	
1	GO:0016070;GO:0050789;GO:0006412
3	GO:0050789
4	GO:0032502;GO:0050896;GO:0050789;GO:0032501
6	GO:0022900;GO:0006119;GO:0009117
7	GO:0050896;GO:0050789;GO:0048511
8	GO:0050817;GO:0050896;GO:0050789;GO:0050878
9	GO:0009057;GO:0006508;GO:0036211
11	GO:0007033;GO:0006914;GO:0050789;GO:0022607
12	GO:0050789;GO:0022411;GO:0065009;GO:0045229;GO:0043062;GO:0036211
13	GO:0042254;GO:0006412
14	GO:0019538;GO:0009059;GO:0050789
15	GO:0002376;GO:0050789;GO:0050896;GO:0001816;GO:0044419
16	GO:0050896;GO:0050789
17	GO:0050789
19	GO:0050789
20	GO:0016070;GO:0065003;GO:0000375
21	GO:0065008;GO:0006996;GO:0050789;GO:0051261
22	GO:0007154;GO:0050896;GO:0050789
23	GO:0050789;GO:0022406;GO:0016192;GO:0015031;GO:0051640;GO:0046903
24	GO:0032502;GO:0050789;GO:0050896;GO:0006351;GO:0065009;GO:0036211;GO:0048511
25	GO:0009057;GO:0050789;GO:0006508
26	GO:0009059;GO:0036211
27	GO:0006996;GO:0031023;GO:0050789;GO:0007059;GO:0022607
29	GO:0007155;GO:0022607;GO:0032501
30	GO:0048285;GO:0007005
31	GO:0006412
32	GO:0016043;GO:0051640;GO:0016192;GO:0022406
33	GO:0006810;GO:0051641;GO:0007005;GO:0061024
34	GO:0006790
35	GO:0016192;GO:0006914;GO:0051641
36	GO:0016192;GO:0043473;GO:0015031;GO:0048753;GO:0046903
37	GO:0050789;GO:0050896;GO:0006508;GO:0015031;GO:0009057
39	GO:0006260;GO:0006281;GO:0050789
40	GO:0032502;GO:0050896;GO:0050789;GO:0032501
41	GO:0043101;GO:0006082;GO:0009117
42	GO:0016070;GO:0065008;GO:0050789;GO:0009057
43	GO:0050789;GO:0051276;GO:0007059;GO:0051640;GO:0051234
44	GO:0007029
45	GO:0050896;GO:0050789
46	GO:0006836;GO:0048284;GO:0022406;GO:0016192;GO:0016050;GO:0061024;GO:0051640;GO:0046903
47	GO:0016070;GO:0009057;GO:0042254;GO:0006396
48	GO:0002376;GO:0050789;GO:0040011;GO:0050896;GO:0044419
49	GO:0065008;GO:0050789;GO:0006811;GO:0032501
50	GO:0016070;GO:0042254;GO:0006396
51	GO:0006996;GO:0042254;GO:0006396;GO:0016070;GO:0006412;GO:0022607
52	GO:0009059;GO:0051641;GO:0051234;GO:0036211
53	GO:0032502;GO:0006996
54	GO:0015849
55	GO:0006914;GO:0022411;GO:0016192;GO:0051641;GO:0016032;GO:0007033;GO:0061024;GO:0007032;GO:0044419;GO:0044085;GO:0022607
56	GO:0016070;GO:0050789;GO:0000375
57	GO:0036211;GO:0006629;GO:0050789;GO:0006793
58	GO:0032502;GO:0045229;GO:0043062
59	GO:0006457
61	GO:0050896;GO:0050789;GO:0007005
63	GO:0032502;GO:0050789;GO:0032501
64	GO:0002376;GO:0050789;GO:0050896;GO:0065003;GO:0065009;GO:0001816
66	GO:0006351
67	GO:0045229;GO:0043062
69	GO:0006811
70	GO:0016070;GO:0050789;GO:0006396
71	GO:0006629;GO:0006793
73	GO:0065008;GO:0050789;GO:0050877;GO:0007154;GO:0006811
74	GO:0002376;GO:0050789
75	GO:0016043;GO:0050789;GO:0006869;GO:0032501
76	GO:0032502;GO:0045229;GO:0043062
77	GO:0006260
78	GO:0050896;GO:0050789;GO:0065009;GO:0006457
